ranks,ballotID,rank1,rank2,rank3,rank4
"['Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido']",3575,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3576,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3577,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'overvote', 'Larry Edwards', 'Mary Hall-Rayford']",3578,Sarah A. Lucido,overvote,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3579,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3580,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3581,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3582,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3583,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards']",3584,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3585,Harvey Curley,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3586,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3587,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3588,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3589,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3590,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['overvote', 'Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford']",3591,overvote,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3592,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3593,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3594,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'skipped', 'skipped']",3595,Harvey Curley,Larry Edwards,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3596,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3597,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3598,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3599,Harvey Curley,skipped,skipped,skipped
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",3600,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3601,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped']",3602,skipped,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3603,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3604,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3605,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3606,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3607,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3608,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3609,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3610,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3611,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3612,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley']",3613,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3614,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'writein', 'writein']",3615,Harvey Curley,Sarah A. Lucido,writein,writein
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3616,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3617,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3618,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3619,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3620,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3621,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3622,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3623,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",3624,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido', 'skipped']",3625,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3626,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3627,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3628,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3629,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3630,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3631,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3632,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford']",3633,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3634,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",3635,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3636,Larry Edwards,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3637,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3638,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",3639,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3640,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Larry Edwards', 'Larry Edwards', 'Larry Edwards', 'Larry Edwards']",3641,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
"['Harvey Curley', 'Larry Edwards', 'skipped', 'skipped']",3642,Harvey Curley,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3643,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3644,Sarah A. Lucido,skipped,skipped,skipped
"['Larry Edwards', 'Mary Hall-Rayford', 'skipped', 'skipped']",3645,Larry Edwards,Mary Hall-Rayford,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3646,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Harvey Curley', 'skipped', 'skipped']",3647,Mary Hall-Rayford,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3648,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3649,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3650,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",3651,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Larry Edwards', 'Sarah A. Lucido', 'skipped', 'skipped']",3652,Larry Edwards,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3653,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'writein']",3654,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,writein
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3655,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3656,Mary Hall-Rayford,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3657,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford']",3658,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3659,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3660,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3661,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3662,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3663,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",3664,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3665,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3666,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3667,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3668,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3669,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3670,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",3671,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3672,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3673,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3674,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped']",3675,skipped,skipped,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3676,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3677,Harvey Curley,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'skipped']",3678,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3679,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3680,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3681,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3682,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
"['Sarah A. Lucido', 'skipped', 'Sarah A. Lucido', 'skipped']",3683,Sarah A. Lucido,skipped,Sarah A. Lucido,skipped
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3684,Mary Hall-Rayford,skipped,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford']",3685,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3686,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3687,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3688,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3689,Harvey Curley,skipped,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3690,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['skipped', 'skipped', 'skipped', 'skipped']",3691,skipped,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3692,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'overvote', 'skipped', 'skipped']",3693,Sarah A. Lucido,overvote,skipped,skipped
"['Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3694,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
"['Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford']",3695,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3696,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido', 'skipped']",3697,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'skipped']",3698,Mary Hall-Rayford,Harvey Curley,Larry Edwards,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3699,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",3700,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3701,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3702,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3703,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3704,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3705,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3706,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3707,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3708,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3709,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Mary Hall-Rayford', 'skipped', 'skipped']",3710,Harvey Curley,Mary Hall-Rayford,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3711,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3712,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'writein', 'skipped']",3713,Sarah A. Lucido,Mary Hall-Rayford,writein,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3714,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3715,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3716,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3717,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3718,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'skipped']",3719,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3720,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'skipped']",3721,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3722,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3723,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'skipped']",3724,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,skipped
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'skipped']",3725,Harvey Curley,Larry Edwards,Sarah A. Lucido,skipped
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3726,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3727,Mary Hall-Rayford,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3728,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3729,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'skipped']",3730,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3731,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3732,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['overvote', 'skipped', 'skipped', 'skipped']",3733,overvote,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford']",3734,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3735,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3736,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3737,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3738,Mary Hall-Rayford,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards']",3739,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3740,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped']",3741,skipped,skipped,skipped,skipped
"['Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley']",3742,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3743,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3744,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3745,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3746,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido']",3747,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3748,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3749,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3750,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3751,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Larry Edwards', 'Mary Hall-Rayford', 'skipped', 'skipped']",3752,Larry Edwards,Mary Hall-Rayford,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3753,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3754,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
